21199.13,21200,21236.77,21392.62,21377.3,21193.37,21127.14,21186.18,21076.96,21066.61,21048.35,21067.16,21132,21101.35,21154.08,21237.13,21233.46,21283.99,21185.49,21229.78,21237.38,21184.87,21206.76,21201.4,21210.5,21217.73,21167.66,21223.6,21143.5,21183.52,21177.67,21164.29,21159.46,21184.22,21190.51,21189.99,21136.41,21187.02,21112.87,21108.54,21164.26,21201.97,21204.98,21110.01,21102.26,21074.7,21090.36,21114.62,21101.99,21210.81,21153.06,21158.4,21193.57,21175.11,21089.89,21097.98,21087.39,21121.52,21068.04,21114.86,21117.18,21060.08,21087.06,21116.74,21105.02,21137.57,21072.89,21073.23,21033.62,21106.61,21094.92,21030.33,21037.29,21049.14,21143.27,21135.6,21040.44,21095.61,21081.01,21124.61,21121.03,21034.75,21148.62,21135.36,21157.9,21108.79,21071.94,21069.9,21086.33,21103.23,21106.63,21116.72,21107.34,21020.84,21020.36,21092.6,21068.54,21048.39,21049.94,21107.69,21082.69,21090.68,21105.33,21014.97,21076.78,20957.6,21047.98,21111.29,20969.99,21015.37,21055.56,21044.99,21158.85,21163.53,21172.96,21155.99,21082.73,21079.83,21081.77,21125.87,21106.47,21080,21115.68,21099.19,21201.26,21123.49,21048.76,21065.28,21098.55,21087.6,21038.91,21068.78,21089.85,21095.74,21094.44
20101.79,20042.07,20071.86,20149.84,20254.13,20192.01,20025.18,20022.81,19950.7,19864.33,19844.47,19902.71,19976,19953.81,20011.35,20030.81,20051.2,20086.21,20055.73,20072.48,20071.02,20044.73,20080.67,20069.22,20022.16,20002.93,20043.09,20006.87,20002.77,20081.6,20114.66,20082.21,20046.19,19997.77,20016.69,20050.66,20051.54,20056.91,19975.79,19958.4,20027.35,20033.53,20022.75,19951.44,19916.54,19911.3,20025.81,20057.83,19986.18,20022.48,20060.61,20057.04,20030.91,20003.62,20021.52,20032.3,19970.46,19997.87,19960.12,19942.19,19974.84,19978.12,20031.9,19989.38,19983.98,20017.3,20015.29,20014.02,19975.92,19934.08,19970.25,20009.98,19961.45,19888.12,19984.83,19989.88,19943.88,19953,19955.75,19952.09,19995.04,19943.44,20002.52,20005.47,20063.48,20071.78,19964.88,19985.32,19923.99,19967.79,19994.98,19992.43,19954.85,19951.77,19905.04,19938.53,20018.8,19984.23,19866.06,19874.76,20012,20005.06,19937.66,19881.38,19957.75,19946.26,19921.5,19974.53,19891.95,19930,19948.09,19888.02,19981.91,20040.02,20050.43,19975.04,19906.14,19962.49,19945.5,19938.77,19999.72,20000.27,20011.98,19963.51,20032.85,20008.28,19922.41,19908.05,19923.24,19964.55,19968.81,19994.37,20001.02,19977.47,19937.22
20726.14,20709.12,20688.25,20798.12,20994.54,20821.59,20695.32,20676.85,20638.58,20567.69,20547.84,20626.88,20647.17,20660.98,20728.94,20815.29,20799.44,20751.05,20735.56,20728.2,20751.88,20766.6,20721.73,20718.49,20708.61,20678.2,20686.53,20674.63,20678.71,20626.11,20650.42,20675.06,20646.99,20659.63,20667.01,20672.7,20704.49,20738.17,20751.1,20678.52,20651.54,20676.79,20688.53,20715.21,20645.93,20655.83,20671.9,20697.48,20704.92,20780.77,20748.45,20717.08,20624.19,20617.78,20622.36,20649.4,20659.98,20621.65,20610.7,20648.54,20589.43,20664.91,20630.56,20598.74,20640.2,20646.89,20605.9,20642.68,20662.32,20654.35,20662.81,20594.62,20571.31,20594.35,20631.35,20681.19,20626.46,20655.85,20613.96,20663.18,20714.04,20613.75,20634.23,20674.46,20697.1,20656.81,20586.87,20595.24,20623.11,20588.34,20586.52,20594.02,20622.25,20588.29,20615.86,20609.27,20648.57,20696.22,20702.06,20704.2,20788.31,20780.28,20638.72,20634.78,20676.25,20623.73,20621.46,20563.02,20574.96,20604.07,20663.14,20618.97,20623.38,20691.67,20746.72,20658.62,20592.39,20665.55,20635.88,20687.45,20710.78,20628.98,20577.53,20607.87,20649.96,20669.27,20680.2,20628.11,20629.97,20666.66,20674.21,20628.58,20592.78,20642.7,20681.51
21008.46,20978.11,20973.2,20992.96,21140.39,21046.12,20964.34,20943.18,20876.24,20793.52,20777.72,20854.91,20888.78,20878.74,20984.56,21080.24,21099.56,21062.94,21041.35,21050.33,21091.58,21070.04,20992.48,20971.83,20946.9,20910.28,20906.05,20918.98,20939.02,20914.2,20949.52,20985.12,20919.99,20911.13,20939.37,20980.33,21014.16,21033.41,21036.5,20986.36,20970.77,20942.39,20964.2,20958.65,20914.59,20944.92,20993.17,21011.11,21009.82,20994.66,20945.11,20921.23,20869.18,20908.71,20876.58,20898.18,20948.1,20884.49,20859.82,20927.39,20961.22,20947.37,20831.76,20832.2,20877.32,20894.8,20918.5,20918.89,20922.63,20905.26,20875.49,20837.69,20857.56,20882.66,20885.76,20881.34,20876.44,20914.41,20887.57,20886.4,20943.43,20898.82,20906.03,20955.61,20965.68,20940.43,20912.37,20909.96,20879.03,20899.95,20938.03,20991.1,20914.79,20902.14,20915.13,20987.78,20957.85,20971.01,21006.69,21022.39,21061.65,21065.26,20944.42,20898.94,20958.08,20951.33,20948.39,20951.92,20956.58,20931.33,20963.42,20979.53,20950.83,20929.67,20950.63,20894.63,20841.43,20825.28,20851.78,20951.59,20984.44,20951.79,20860.18,20907.74,20972.98,20960.52,20921.47,20872.85,20900.26,20918.53,20932.59,20932.35,20904.12,20928.4,20923.01
12087.81,12076.89,12030.39,12080.66,12163.01,12139.78,12140.99,12134.4,12134.97,12114.46,12121.7,12078.58,12147.67,12173.04,12194.98,12204.9,12215.79,12202.61,12202,12167.53,12184.16,12189.51,12160.09,12214.44,12159.01,12100.93,12102.95,12133.28,12162.17,12186.78,12131.03,12209.93,12179.18,12176.41,12073.03,12158.05,12198.61,12179.91,12271.77,12180.26,12143.77,12184.62,12190.98,12214.33,12161.68,12181.02,12249.18,12202.89,12252.68,12130.64,12184.93,12292.76,12198.49,12137.94,12234.71,12188.51,12273.1,12231.03,12229.06,12252.7,12227.05,12259.76,12218.09,12214.74,12280.54,12210.69,12181.46,12274.98,12235.27,12231.96,12251.19,12250.73,12239.19,12229.78,12267.53,12280.57,12247.36,12263.02,12345.75,12317.12,12284.16,12276.11,12267.55,12278.8,12300.65,12282.27,12224.42,12263.41,12244.38,12243.26,12302.25,12319.15,12305.84,12250.91,12310.77,12276.78,12302.84,12385.47,12283.73,12301.06,12373.33,12388.49,12357.69,12291.97,12300.14,12274.3,12300.36,12334.51,12275.73,12330.53,12292.16,12320.47,12353.8,12234.08,12302.82,12235.52,12269.47,12271.15,12215.14,12321.87,12329.39,12306.07,12283.36,12232.56,12263.81,12283.95,12294.48,12273.35,12275.19,12281.63,12271.97,12279.51,12293.26,12327.81,12304.22
12489.36,12505.61,12480.49,12483.6,12522.63,12546.75,12507.02,12533.64,12485.27,12423.26,12436.3,12434.95,12459.65,12492.85,12500.26,12548.57,12605.33,12532.92,12561.8,12519.46,12559.79,12521.9,12479.51,12490.38,12459.03,12437.18,12417.33,12423.21,12426.64,12461.64,12434.67,12466.98,12461.01,12426.5,12380.25,12401.82,12450.39,12433.42,12514.28,12468.21,12470.02,12411.75,12423.1,12470.96,12436.75,12449.57,12410.01,12448.76,12497.28,12387.48,12401.94,12490.47,12413.61,12362.63,12341.72,12364.37,12451.76,12403.32,12387.67,12421.75,12462.73,12474.38,12379.28,12436.35,12472.48,12421.04,12408.44,12513.46,12491.39,12468.41,12455.2,12450.7,12421.26,12463.6,12465.54,12458.38,12434.01,12432.24,12504.93,12487.18,12469.59,12470.35,12463.59,12410.36,12547.25,12427.61,12415.23,12472.16,12395.6,12489.86,12439.29,12457.82,12480.2,12425.9,12466.06,12461.56,12493.68,12479.55,12439.58,12460.88,12460.98,12524.48,12456.66,12439.24,12439.01,12480.56,12494.78,12493.84,12433.18,12418.79,12389.62,12434.4,12580.87,12502.16,12459.51,12408.72,12454.39,12379.51,12428.69,12472.77,12479.26,12509.32,12407.06,12433.67,12437.54,12443.84,12461.58,12487.86,12436.52,12395.4,12436.09,12446.15,12469.39,12482.35,12465.97
21010.54,21006.61,21035.41,21141.66,21263.63,21091.03,20962.93,21038.79,20984.74,20908.83,20899.52,20968.98,21037.12,21053.47,21108.28,21173.88,21190.32,21191.57,21124.08,21121.4,21211.64,21157.49,21071.75,21032.45,21036.56,21051.64,21087.01,21054.53,20979.82,20945.75,21015.66,21018.92,20995.01,21003.78,20991.05,21015.8,21046.86,21108.07,21127.91,21074.48,21019.75,21011.88,21111.78,21074.66,20888.88,20898.43,20980.12,21028.09,21017.54,21023.47,21017.13,21004.56,21010.86,21036.79,20978.72,21018.94,20954.26,20932.01,20974.94,21007.36,20948.72,20955.16,20987.71,20999.43,21012.84,20995.22,20962.5,20994.95,21056.43,21033.85,21019.75,20886.66,20896.63,20944.8,21004.03,21050.51,20980.18,21033.41,21064.41,21029.79,21037.3,21001.14,21051.35,21061.48,21054.01,20997.64,20954.48,20934.06,20943.96,20984.8,21016.25,20980.49,20932.82,20952.08,20921.16,20978.08,21010.26,21069.15,21060.06,21018.05,21088.28,21020.86,20919.8,20930.53,21003.43,20960.15,20900.8,20907.64,20909.68,20915.89,20980.13,20968.89,20998.12,21006.63,21012.19,20964.97,20913.53,20916.12,20935.73,20989.52,20989.94,20947.5,20948.24,21023.28,21082.52,21113.91,21084.8,21015,20963.26,20949.94,20941.77,20902.49,20943.39,20950.9,20920.03
20397.36,20402.52,20406.75,20288.46,20371.55,20307.15,20213.16,20291.21,20200.52,20062.15,20122.75,20185.05,20215.11,20264.44,20369.24,20452.77,20504.17,20477.44,20420.14,20456.68,20501.1,20454.7,20341.49,20274.63,20257,20233.74,20257.89,20239.15,20251.58,20193.07,20263.08,20304.98,20262.93,20205.29,20193.48,20265.07,20274.41,20346.15,20394.89,20348.23,20291.71,20185.71,20307.84,20247.21,20156.37,20184.83,20216.16,20292.99,20300.23,20209.83,20144.28,20142.2,20205.36,20187.89,20094.21,20197.11,20189.51,20106.37,20154.61,20202.53,20235.12,20160.13,20081.42,20144.47,20148.94,20148.93,20187.15,20202.73,20256.03,20211.61,20170.47,20071.58,20113.14,20142.12,20142.4,20174.71,20128.37,20148.05,20208.96,20155.69,20192.61,20159.15,20195.82,20241.64,20210.03,20139.47,20137.9,20120.97,20141.96,20140.48,20143.39,20230.98,20156.94,20172.77,20155.81,20232.1,20203.46,20183.25,20182.01,20173.18,20252,20209.01,20084.61,20031.75,20109.19,20186.44,20133.49,20124.79,20158.36,20074.15,20072.37,20133.07,20197.94,20213.19,20168.11,20153.95,20122.21,20034.78,20115.36,20188.93,20210.92,20159.64,20072.19,20170.67,20245.28,20249.28,20193.84,20137.55,20133.41,20121.25,20149.79,20138.76,20141.67,20160.89,20113.09
17534.22,17491.82,17434.01,17430.6,17482.91,17451.72,17419.5,17464.17,17395.48,17326.68,17323.15,17378.15,17390.48,17468.73,17447.48,17474.75,17557.24,17520.7,17478.98,17463,17519.98,17451.24,17464.12,17450.43,17433.26,17434.63,17464.98,17501.15,17467.48,17402.74,17439.36,17474.68,17467.54,17472.99,17417.62,17461.96,17448.68,17455.14,17495.73,17500.75,17467.72,17446.14,17511.8,17513.05,17377.18,17401.09,17439.49,17489.59,17508.99,17442.33,17420.26,17451.69,17495.79,17460.21,17441.04,17465.94,17471.89,17459.64,17513.9,17511.48,17529.08,17467.22,17471.83,17483.69,17503.81,17489.53,17450.89,17459.1,17453.17,17531.75,17487.05,17411.79,17437.57,17455.74,17477.88,17561.62,17507.9,17544.23,17579.1,17558.69,17516.14,17503.18,17469.86,17548.39,17474.47,17531.92,17454.36,17472.03,17463.46,17531.62,17557.3,17487.37,17438.75,17451.35,17462.29,17527.19,17514.32,17533.68,17516.34,17457.07,17549.72,17515.3,17429.14,17431.49,17500.01,17526.01,17462.98,17406.5,17442.88,17402.21,17481.53,17457.05,17505.12,17487.75,17478.26,17444.08,17387.24,17404.07,17469.49,17455.68,17495.15,17445.7,17437.03,17478.07,17472.18,17545.68,17512.27,17507.85,17476.53,17447.16,17415.7,17433.37,17477.65,17466.48,17469.09
17130.53,17208,17128.49,17130.87,17213.4,17316.81,17315.34,17345.77,17287.39,17122.85,17182.61,17202.16,17266.01,17326.84,17342.33,17475.51,17538.99,17461.13,17495.95,17397.61,17465.84,17430.66,17345.38,17418.1,17336.96,17244.17,17224.39,17273.13,17382.27,17368.17,17250.52,17428.77,17353.39,17341.97,17264.71,17277.73,17424.02,17394.55,17463.75,17387.49,17327.82,17328.87,17330.7,17331.98,17331.57,17344.93,17328.81,17319.59,17449.79,17247.63,17243.61,17338.79,17259.68,17215.34,17257.49,17204.44,17331.31,17251.86,17253.04,17373.94,17326.24,17412.58,17279.71,17218.66,17296.69,17264.61,17258.63,17381.13,17370.55,17304.07,17310.72,17205.57,17184.67,17246.27,17260.07,17309.52,17240.03,17275.23,17348.67,17304.62,17283.04,17335.12,17285.01,17260.44,17304.4,17274.98,17251.98,17307.56,17254.61,17310.57,17273.67,17272.38,17329.57,17245.21,17284.42,17344.11,17337.18,17297.12,17193.71,17179.16,17239.16,17295.81,17240.28,17167.68,17255.53,17276.8,17267.4,17268.28,17103.99,17109.28,17177.93,17178.6,17262.21,17171.02,17210.02,17122.71,17196.53,17137.02,17104.67,17222.61,17354.85,17296.16,17182.27,17133.37,17171.76,17243.41,17217.93,17201.46,17152.81,17168.97,17159.07,17202.31,17241.59,17155.77,17225.85
